335.5798	0.44679
335.8107	0.44817
336.0416	0.44953
336.2724	0.45086
336.5033	0.45216
336.7342	0.45345
336.9651	0.45472
337.1959	0.45596
337.4268	0.45719
337.6577	0.4584
337.8885	0.45959
338.1194	0.46077
338.3503	0.46194
338.5812	0.46309
338.812	0.46423
339.0429	0.46537
339.2738	0.46649
339.5047	0.46761
339.7355	0.46871
339.9664	0.46981
340.1973	0.47091
340.4282	0.472
340.659	0.47309
340.8899	0.47417
341.1208	0.47526
341.3517	0.47634
341.5825	0.47742
341.8134	0.47851
342.0443	0.47959
342.2751	0.48068
342.506	0.48176
342.7369	0.48286
342.9677	0.48395
343.1986	0.48505
343.4295	0.48616
343.6604	0.48727
343.8912	0.48838
344.1221	0.48951
344.353	0.49064
344.5839	0.49177
344.8147	0.49292
345.0456	0.49407
345.2765	0.49523
345.5074	0.4964
345.7382	0.49758
345.9691	0.49876
346.2	0.49996
346.4308	0.50116
346.6617	0.50238
346.8926	0.5036
347.1234	0.50483
347.3543	0.50608
347.5852	0.50733
347.8161	0.50859
348.0469	0.50986
348.2778	0.51113
348.5087	0.51242
348.7396	0.51372
348.9704	0.51502
349.2013	0.51633
349.4322	0.51766
349.6631	0.51899
349.8939	0.52032
350.1248	0.52167
350.3557	0.52302
350.5865	0.52438
350.8174	0.52575
351.0483	0.52713
351.2792	0.52851
351.51	0.5299
351.7409	0.53129
351.9718	0.53269
352.2027	0.5341
352.4335	0.53552
352.6644	0.53694
352.8953	0.53837
353.1262	0.5398
353.357	0.54125
353.5879	0.54269
353.8188	0.54415
354.0496	0.54561
354.2805	0.54708
354.5114	0.54856
354.7422	0.55004
354.9731	0.55153
355.204	0.55303
355.4349	0.55454
355.6657	0.55605
355.8966	0.55757
356.1275	0.55911
356.3584	0.56065
356.5892	0.5622
356.8201	0.56376
357.051	0.56533
357.2819	0.56692
357.5127	0.56851
357.7436	0.57011
357.9745	0.57173
358.2054	0.57336
358.4362	0.575
358.6671	0.57665
358.8979	0.57832
359.1288	0.58
359.3597	0.58169
359.5906	0.58339
359.8214	0.58511
360.0523	0.58685
360.2832	0.58859
360.5141	0.59036
360.7449	0.59213
360.9758	0.59392
361.2067	0.59572
361.4376	0.59754
361.6684	0.59937
361.8993	0.60122
362.1302	0.60308
362.3611	0.60495
362.5919	0.60684
362.8228	0.60874
363.0537	0.61065
363.2845	0.61257
363.5154	0.61451
363.7463	0.61646
363.9772	0.61841
364.208	0.62038
364.4389	0.62236
364.6698	0.62435
364.9006	0.62635
365.1315	0.62835
365.3624	0.63037
365.5933	0.63239
365.8241	0.63442
366.055	0.63645
366.2859	0.63848
366.5168	0.64053
366.7476	0.64257
366.9785	0.64462
367.2094	0.64667
367.4402	0.64872
367.6711	0.65077
367.902	0.65282
368.1329	0.65486
368.3637	0.65691
368.5946	0.65895
368.8255	0.66099
369.0564	0.66302
369.2872	0.66505
369.5181	0.66708
369.749	0.66909
369.9799	0.6711
370.2107	0.6731
370.4416	0.67509
370.6725	0.67706
370.9034	0.67903
371.1342	0.68099
371.3651	0.68293
371.5959	0.68487
371.8268	0.68678
372.0577	0.68869
372.2886	0.69058
372.5194	0.69245
372.7503	0.69431
372.9812	0.69615
373.2121	0.69798
373.4429	0.69979
373.6738	0.70158
373.9047	0.70336
374.1356	0.70511
374.3664	0.70685
374.5973	0.70857
374.8282	0.71028
375.0591	0.71196
375.2899	0.71363
375.5208	0.71528
375.7516	0.71691
375.9825	0.71852
376.2134	0.72012
376.4443	0.72169
376.6751	0.72325
376.906	0.7248
377.1369	0.72632
377.3678	0.72783
377.5986	0.72933
377.8295	0.73081
378.0604	0.73228
378.2913	0.73373
378.5221	0.73517
378.753	0.7366
378.9839	0.73801
379.2148	0.73942
379.4456	0.74081
379.6765	0.74219
379.9074	0.74357
380.1382	0.74494
380.3691	0.7463
380.6	0.74765
380.8309	0.749
381.0617	0.75035
381.2926	0.75169
381.5235	0.75302
381.7543	0.75436
381.9852	0.75569
382.2161	0.75703
382.447	0.75836
382.6778	0.75969
382.9087	0.76103
383.1396	0.76236
383.3705	0.7637
383.6013	0.76505
383.8322	0.76639
384.0631	0.76774
384.2939	0.7691
384.5248	0.77045
384.7557	0.77182
384.9866	0.77318
385.2174	0.77456
385.4483	0.77594
385.6792	0.77732
385.9101	0.77871
386.1409	0.78011
